Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Hosseini, Seyed Mahmoud",34770210500,119,"Engineering
Mathematics
Materials Science
Physics and Astronomy
Computer Science
Chemical Engineering
Chemistry
Biochemistry, Genetics and Molecular Biology
Environmental Science
Multidisciplinary
Social Sciences
Agricultural and Biological Sciences
",0000-0002-6780-9248,
"Mohebbi, Mohebbat",23569990100,119,"Agricultural and Biological Sciences
Engineering
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Chemistry
Materials Science
Immunology and Microbiology
Medicine
Computer Science
Environmental Science
Neuroscience
Nursing
Physics and Astronomy
Energy
Multidisciplinary
",0000-0002-3475-3049,
"Asoodeh, A.",8555539000,117,"Biochemistry, Genetics and Molecular Biology
Chemistry
Chemical Engineering
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Immunology and Microbiology
Medicine
Environmental Science
Physics and Astronomy
Engineering
Materials Science
Nursing
Energy
Computer Science
Multidisciplinary
",0000-0002-1406-0595,
"Ahmadpour, A.",6602501065,116,"Chemistry
Chemical Engineering
Environmental Science
Materials Science
Physics and Astronomy
Engineering
Energy
Biochemistry, Genetics and Molecular Biology
Earth and Planetary Sciences
Medicine
Computer Science
Mathematics
Dentistry
Multidisciplinary
Pharmacology, Toxicology and Pharmaceutics
Social Sciences
Agricultural and Biological Sciences
",0000-0002-4528-1040,
"Rezaee Roknabadi, Mahmood",6504084007,114,"Physics and Astronomy
Materials Science
Engineering
Chemistry
Mathematics
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Computer Science
Chemical Engineering
Energy
Pharmacology, Toxicology and Pharmaceutics
Medicine
Agricultural and Biological Sciences
",0000-0003-4271-9593,
"Roohi, Ehsan",24471770600,114,"Physics and Astronomy
Engineering
Mathematics
Computer Science
Chemical Engineering
Materials Science
Energy
Environmental Science
Multidisciplinary
Chemistry
Nursing
Medicine
Decision Sciences
Business, Management and Accounting
Social Sciences
",0000-0001-5739-3210,
"Sadeh, Javad",6603088241,113,"Engineering
Energy
Computer Science
Mathematics
Environmental Science
Materials Science
Business, Management and Accounting
Multidisciplinary
",0000-0002-3331-2508,
"Monfared, Mohammad",23470027000,112,"Engineering
Energy
Computer Science
Mathematics
Physics and Astronomy
Medicine
Decision Sciences
Materials Science
Chemical Engineering
Neuroscience
",0000-0002-8987-0883,
"Kermanshahi, Hassan",15848188300,110,"Agricultural and Biological Sciences
Veterinary
Biochemistry, Genetics and Molecular Biology
Medicine
Immunology and Microbiology
Environmental Science
Earth and Planetary Sciences
Chemistry
Multidisciplinary
Energy
",,
"Passandideh-Fard, Mohammad",23995388400,110,"Engineering
Energy
Physics and Astronomy
Chemical Engineering
Materials Science
Environmental Science
Chemistry
Mathematics
Computer Science
Earth and Planetary Sciences
Business, Management and Accounting
Multidisciplinary
",0000-0002-4225-125X,
"Erfanian, Ahmad",23091046100,109,"Mathematics
Physics and Astronomy
Multidisciplinary
Engineering
Medicine
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Chemistry
Computer Science
",,
"Tahani, Masoud",6505983111,108,"Engineering
Materials Science
Mathematics
Physics and Astronomy
Computer Science
Chemistry
Medicine
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Earth and Planetary Sciences
",0000-0001-6174-2241,
"Lotfi, Reza",15923264700,107,"Engineering
Computer Science
Materials Science
Physics and Astronomy
Mathematics
Medicine
Health Professions
Energy
Biochemistry, Genetics and Molecular Biology
Social Sciences
Multidisciplinary
",,
"Entezari, Mohammad H.",6701308616,105,"Chemistry
Environmental Science
Chemical Engineering
Physics and Astronomy
Materials Science
Engineering
Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Immunology and Microbiology
Social Sciences
Computer Science
",0000-0003-2918-4221,
"Gholizadeh, M.",55907553300,104,"Chemistry
Materials Science
Chemical Engineering
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Environmental Science
Engineering
Pharmacology, Toxicology and Pharmaceutics
Energy
Earth and Planetary Sciences
Medicine
Business, Management and Accounting
Computer Science
Multidisciplinary
Immunology and Microbiology
Veterinary
Agricultural and Biological Sciences
",0000-0002-9947-2248,
"Mashhadi, Habib Rajabi",14056477400,104,"Engineering
Energy
Computer Science
Mathematics
Environmental Science
Decision Sciences
Physics and Astronomy
Materials Science
Biochemistry, Genetics and Molecular Biology
",0000-0003-2798-5754,
"Zohuri, Gholamhossein",55891631800,104,"Materials Science
Chemistry
Chemical Engineering
Physics and Astronomy
Environmental Science
Engineering
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
",0000-0003-2380-8363,
"Pishghadam, Reza",54987307500,102,"Social Sciences
Arts and Humanities
Psychology
Economics, Econometrics and Finance
Neuroscience
Biochemistry, Genetics and Molecular Biology
Medicine
Business, Management and Accounting
Pharmacology, Toxicology and Pharmaceutics
Mathematics
Decision Sciences
Computer Science
",0000-0001-6876-5139,
"Kamyad, A. Vahidian",6602538827,100,"Mathematics
Engineering
Computer Science
Decision Sciences
Medicine
Materials Science
Physics and Astronomy
Energy
Multidisciplinary
Chemistry
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Business, Management and Accounting
Health Professions
Environmental Science
Neuroscience
Agricultural and Biological Sciences
",0000-0001-5127-0690,
"Koocheki, Arash",13402923600,100,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Chemistry
Chemical Engineering
Materials Science
Engineering
Immunology and Microbiology
Environmental Science
Nursing
",0000-0003-4086-8886,
"Akhlaghinia, Batool",6602231989,99,"Chemistry
Chemical Engineering
Materials Science
Biochemistry, Genetics and Molecular Biology
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Engineering
",0000-0002-9940-5045,
"Mahboubi, Asadollah",6603829458,98,"Earth and Planetary Sciences
Energy
Environmental Science
Agricultural and Biological Sciences
Multidisciplinary
",0000-0002-1752-5933,
"Azizi, M.",23011509900,95,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Chemistry
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Medicine
Immunology and Microbiology
Engineering
Chemical Engineering
Nursing
Multidisciplinary
",0000-0002-8813-4518,
"Naserian, Abbasali",6504402946,95,"Agricultural and Biological Sciences
Veterinary
Medicine
Biochemistry, Genetics and Molecular Biology
Chemistry
Environmental Science
Nursing
Engineering
Physics and Astronomy
Multidisciplinary
",0000-0003-1179-6262,
"Razmi, Gholamreza",6602996450,95,"Immunology and Microbiology
Veterinary
Medicine
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Arts and Humanities
Dentistry
Materials Science
Neuroscience
",0000-0002-0754-1278,
"Shahidi, Fakhri",22951770900,95,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Engineering
Chemical Engineering
Chemistry
Immunology and Microbiology
Medicine
Materials Science
Nursing
Pharmacology, Toxicology and Pharmaceutics
Veterinary
Energy
Computer Science
",0000-0002-5257-8205,
"Bannayan, Mohammad",23011589800,94,"Agricultural and Biological Sciences
Environmental Science
Earth and Planetary Sciences
Biochemistry, Genetics and Molecular Biology
Engineering
Pharmacology, Toxicology and Pharmaceutics
Medicine
Materials Science
Social Sciences
Economics, Econometrics and Finance
Nursing
Decision Sciences
Chemical Engineering
Chemistry
Computer Science
",0000-0001-6076-6196,
"Pourreza, Hamid Reza",23968187500,94,"Computer Science
Engineering
Medicine
Mathematics
Social Sciences
Agricultural and Biological Sciences
Health Professions
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Environmental Science
Materials Science
Neuroscience
Psychology
Decision Sciences
Veterinary
Energy
",0000-0002-3560-8070,
"Farshidianfar, Anooshiravan",55917784000,93,"Engineering
Physics and Astronomy
Materials Science
Mathematics
Computer Science
Chemical Engineering
Chemistry
Environmental Science
Earth and Planetary Sciences
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Social Sciences
Agricultural and Biological Sciences
",0000-0001-8561-6565,
"Neshati, Mohammad H.",55911185700,93,"Engineering
Computer Science
Physics and Astronomy
Materials Science
Energy
Mathematics
Social Sciences
Neuroscience
",0000-0003-2172-8175,
"Chamsaz, Mahmoud",56080306300,92,"Chemistry
Environmental Science
Chemical Engineering
Engineering
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Materials Science
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Medicine
Social Sciences
Veterinary
Multidisciplinary
",,
"Davoodi, Ali",8633587100,92,"Materials Science
Chemistry
Engineering
Physics and Astronomy
Chemical Engineering
Energy
Environmental Science
Business, Management and Accounting
",0000-0001-6218-7710,
"Garousi, M. R.",6701800987,91,"Physics and Astronomy
Engineering
Mathematics
",0000-0002-8992-2372,
"Arbab-Zavar, Mohammad Hossein",6603304809,90,"Chemistry
Materials Science
Environmental Science
Chemical Engineering
Physics and Astronomy
Engineering
Biochemistry, Genetics and Molecular Biology
Energy
Multidisciplinary
Agricultural and Biological Sciences
Earth and Planetary Sciences
Immunology and Microbiology
Medicine
Social Sciences
",,
"Ebrahimi, Gholamreza",26428751400,90,"Engineering
Materials Science
Physics and Astronomy
Earth and Planetary Sciences
Chemistry
Mathematics
Decision Sciences
Business, Management and Accounting
Chemical Engineering
Multidisciplinary
",0000-0003-2549-3246,
"Kahani, Mohsen",13405743100,90,"Computer Science
Mathematics
Engineering
Business, Management and Accounting
Decision Sciences
Social Sciences
Energy
Biochemistry, Genetics and Molecular Biology
Economics, Econometrics and Finance
Nursing
Medicine
Multidisciplinary
Neuroscience
",0000-0002-2603-6066,
"Shokooh-Saremi, Mehrdad",6506720406,90,"Physics and Astronomy
Engineering
Materials Science
Computer Science
Mathematics
Biochemistry, Genetics and Molecular Biology
Chemistry
Chemical Engineering
",0000-0002-7090-3518,
"Tahmoorespur, Mojtaba",16232009300,90,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Veterinary
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Medicine
Chemical Engineering
Chemistry
Health Professions
Social Sciences
",0000-0002-5443-7529,
"Valizadeh, Reza",23394029100,90,"Agricultural and Biological Sciences
Veterinary
Biochemistry, Genetics and Molecular Biology
Medicine
Chemical Engineering
Environmental Science
Chemistry
Multidisciplinary
Immunology and Microbiology
Nursing
Engineering
",0000-0002-5912-4898,
"Shiri, Ali",16418023300,89,"Chemistry
Chemical Engineering
Materials Science
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Physics and Astronomy
Computer Science
Engineering
Multidisciplinary
Environmental Science
Medicine
Energy
",0000-0002-5736-6287,
"Farhoosh, Reza",14065868000,86,"Agricultural and Biological Sciences
Chemistry
Biochemistry, Genetics and Molecular Biology
Engineering
Chemical Engineering
Multidisciplinary
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Environmental Science
Medicine
",0000-0002-1794-7917,
"Rahimi, Asghar Baradaran",7007052878,86,"Engineering
Physics and Astronomy
Materials Science
Chemistry
Computer Science
Chemical Engineering
Energy
Mathematics
Multidisciplinary
",0000-0002-5972-4965,
"Ghazi, Reza",6603412062,85,"Engineering
Energy
Mathematics
Computer Science
Physics and Astronomy
Economics, Econometrics and Finance
Environmental Science
Chemical Engineering
Multidisciplinary
",,
"Kadkhodayan, Mehran",6602987869,85,"Engineering
Materials Science
Computer Science
Mathematics
Physics and Astronomy
Chemical Engineering
Chemistry
Multidisciplinary
Social Sciences
Earth and Planetary Sciences
Biochemistry, Genetics and Molecular Biology
",0000-0001-9880-8558,
"Rezaeepazhand, J.",6602772617,85,"Engineering
Materials Science
Physics and Astronomy
Mathematics
Computer Science
Chemical Engineering
Earth and Planetary Sciences
Chemistry
Environmental Science
",0000-0003-3653-1623,
"Amiri, Amirhassan",23468499700,83,"Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
Environmental Science
Chemical Engineering
Engineering
Physics and Astronomy
Social Sciences
Medicine
Energy
Agricultural and Biological Sciences
",0000-0002-5149-9038,
"Kompany, Ahmad",8927239500,83,"Materials Science
Physics and Astronomy
Engineering
Chemical Engineering
Chemistry
Biochemistry, Genetics and Molecular Biology
Computer Science
Mathematics
Energy
Pharmacology, Toxicology and Pharmaceutics
Multidisciplinary
Environmental Science
Medicine
",,
"Arabshahi, Hadi",13806167800,82,"Physics and Astronomy
Materials Science
Engineering
Multidisciplinary
Mathematics
Computer Science
Biochemistry, Genetics and Molecular Biology
Chemistry
",,
"Fathi, Alireza",23093638100,82,"Engineering
Computer Science
Materials Science
Mathematics
Physics and Astronomy
Chemistry
Environmental Science
Medicine
Earth and Planetary Sciences
Arts and Humanities
Health Professions
Decision Sciences
Chemical Engineering
Social Sciences
",0000-0002-2909-144X,
"Rohani, Abbas",36969406900,80,"Energy
Engineering
Agricultural and Biological Sciences
Environmental Science
Computer Science
Business, Management and Accounting
Chemical Engineering
Physics and Astronomy
Chemistry
Decision Sciences
Mathematics
Biochemistry, Genetics and Molecular Biology
Materials Science
Medicine
Earth and Planetary Sciences
Economics, Econometrics and Finance
Multidisciplinary
Social Sciences
",0000-0002-4494-7058,
"Danesh Mesgaran, Mohsen",8850026900,79,"Agricultural and Biological Sciences
Veterinary
Biochemistry, Genetics and Molecular Biology
Chemistry
",0000-0002-2738-5284,
"Lashkaripour, G. R.",7801431812,79,"Earth and Planetary Sciences
Environmental Science
Engineering
Energy
Multidisciplinary
Agricultural and Biological Sciences
Computer Science
Social Sciences
Chemical Engineering
Physics and Astronomy
Materials Science
Chemistry
Medicine
Biochemistry, Genetics and Molecular Biology
",0000-0001-8267-4866,
"Mowlavi, Ali Asghar",7003691125,79,"Medicine
Physics and Astronomy
Health Professions
Biochemistry, Genetics and Molecular Biology
Engineering
Chemical Engineering
Environmental Science
Chemistry
Multidisciplinary
Mathematics
Nursing
Energy
Computer Science
",0000-0001-7217-6871,
"Seifi, Hesam A.",7004449112,79,"Veterinary
Medicine
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Nursing
Dentistry
",0000-0003-3460-2301,
"Tabatabaee-Yazdi, Farideh",36816561700,79,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Chemical Engineering
Chemistry
Medicine
Engineering
Materials Science
Veterinary
Multidisciplinary
Pharmacology, Toxicology and Pharmaceutics
Nursing
Energy
",0000-0002-0387-8690,
"Miri Hakimabad, Hashem",23028270600,78,"Medicine
Environmental Science
Energy
Physics and Astronomy
Chemistry
Engineering
Health Professions
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Earth and Planetary Sciences
Mathematics
Chemical Engineering
Agricultural and Biological Sciences
",0000-0002-9010-8458,
"Darvish, Jamshid",8978211900,77,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Medicine
Immunology and Microbiology
Environmental Science
Multidisciplinary
Arts and Humanities
Engineering
Social Sciences
Chemistry
",,
