Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Velayati, Ali Akbar",6603278215,293,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Environmental Science
Chemistry
Engineering
Chemical Engineering
Multidisciplinary
Neuroscience
",0000-0001-9398-5838,
"Tabarsi, Payam",22954831100,291,"Medicine
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Agricultural and Biological Sciences
Chemistry
Health Professions
Veterinary
Physics and Astronomy
Neuroscience
",0000-0002-8932-5420,
"Omrani, Mir Davood",57195610368,280,"Biochemistry, Genetics and Molecular Biology
Medicine
Neuroscience
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Engineering
Materials Science
Chemical Engineering
Agricultural and Biological Sciences
Psychology
Multidisciplinary
Chemistry
Nursing
Environmental Science
Computer Science
",,
"Haghparast, Abbas",23088049600,273,"Neuroscience
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Medicine
Psychology
Physics and Astronomy
Computer Science
Immunology and Microbiology
Engineering
Materials Science
Environmental Science
Social Sciences
Agricultural and Biological Sciences
Business, Management and Accounting
Multidisciplinary
Chemistry
Nursing
Mathematics
Health Professions
Chemical Engineering
",0000-0003-1084-180X,
"Alavi Majd, Hamid",6504056869,257,"Medicine
Nursing
Biochemistry, Genetics and Molecular Biology
Neuroscience
Pharmacology, Toxicology and Pharmaceutics
Social Sciences
Psychology
Agricultural and Biological Sciences
Environmental Science
Health Professions
Multidisciplinary
Computer Science
Mathematics
Immunology and Microbiology
Engineering
",0000-0001-7772-2923,
"Mehrabi, Yadollah",15520002000,249,"Medicine
Biochemistry, Genetics and Molecular Biology
Environmental Science
Nursing
Agricultural and Biological Sciences
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
Multidisciplinary
Mathematics
Psychology
Computer Science
Immunology and Microbiology
Chemistry
Neuroscience
Engineering
Dentistry
Health Professions
Materials Science
Chemical Engineering
",0000-0001-8555-6160,
"Pourhoseingholi, Mohamad Amin",57211147460,248,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Nursing
Pharmacology, Toxicology and Pharmaceutics
Mathematics
Decision Sciences
Multidisciplinary
Environmental Science
Health Professions
Social Sciences
Agricultural and Biological Sciences
Veterinary
Psychology
Neuroscience
",,
"Zayeri, Faird",55886194100,232,"Medicine
Biochemistry, Genetics and Molecular Biology
Nursing
Environmental Science
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
Mathematics
Social Sciences
Decision Sciences
Immunology and Microbiology
Health Professions
Engineering
Dentistry
Arts and Humanities
Chemical Engineering
Multidisciplinary
Chemistry
Psychology
Physics and Astronomy
Business, Management and Accounting
Neuroscience
Computer Science
",0000-0002-7791-8122,
"Khodagholi, Fariba",8354508500,220,"Biochemistry, Genetics and Molecular Biology
Neuroscience
Pharmacology, Toxicology and Pharmaceutics
Medicine
Environmental Science
Psychology
Chemical Engineering
Chemistry
Immunology and Microbiology
Nursing
Agricultural and Biological Sciences
Multidisciplinary
Engineering
Materials Science
Earth and Planetary Sciences
Physics and Astronomy
Health Professions
Social Sciences
",0000-0002-4911-4530,
"Ahmadieh, Hamid",57203677679,214,"Medicine
Biochemistry, Genetics and Molecular Biology
Neuroscience
Pharmacology, Toxicology and Pharmaceutics
Engineering
Physics and Astronomy
Computer Science
Materials Science
Chemical Engineering
Immunology and Microbiology
Decision Sciences
Multidisciplinary
Agricultural and Biological Sciences
Chemistry
",0000-0002-8139-2661,
"Hekmatdoost, Azita",7801320384,211,"Medicine
Nursing
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
Health Professions
Neuroscience
Immunology and Microbiology
Engineering
Psychology
",0000-0002-1944-0052,
"Mortazavian, Amir Mohammad",12792054500,208,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Medicine
Chemical Engineering
Immunology and Microbiology
Engineering
Chemistry
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Nursing
Materials Science
Mathematics
Business, Management and Accounting
Physics and Astronomy
",0000-0001-6729-8209,
"Pourahmad Jaktaji, Jalal",6603568950,208,"Pharmacology, Toxicology and Pharmaceutics
Medicine
Environmental Science
Biochemistry, Genetics and Molecular Biology
Materials Science
Chemistry
Chemical Engineering
Agricultural and Biological Sciences
Physics and Astronomy
Neuroscience
Nursing
Immunology and Microbiology
Earth and Planetary Sciences
",0000-0002-4555-4168,
"Zarghi, Afshin",7003559162,208,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Medicine
Chemistry
Immunology and Microbiology
Environmental Science
Agricultural and Biological Sciences
Neuroscience
Chemical Engineering
Engineering
",0000-0003-2477-9533,
"Karami, Manoochehr",26655761400,200,"Medicine
Environmental Science
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
Nursing
Multidisciplinary
Chemical Engineering
Engineering
Psychology
Agricultural and Biological Sciences
Earth and Planetary Sciences
Health Professions
Dentistry
Arts and Humanities
",0000-0002-9026-3757,
"Ghasemi, Asghar",24343618800,197,"Biochemistry, Genetics and Molecular Biology
Medicine
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Agricultural and Biological Sciences
Nursing
Immunology and Microbiology
Chemical Engineering
Computer Science
Environmental Science
Veterinary
Psychology
Neuroscience
",0000-0001-6867-2151,
"Khalili, Davood",25922146000,194,"Medicine
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Nursing
Agricultural and Biological Sciences
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Social Sciences
Neuroscience
Engineering
Energy
Computer Science
",0000-0003-4956-1039,
"Rostami-Nejad, Mohammad",57195331524,192,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Dentistry
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
Nursing
Multidisciplinary
Environmental Science
Engineering
Chemistry
Neuroscience
Physics and Astronomy
Materials Science
Energy
Chemical Engineering
",0000-0003-2495-1831,
"Karimi, Abdollah",14422479500,191,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Psychology
Environmental Science
Veterinary
Neuroscience
Business, Management and Accounting
Chemical Engineering
Agricultural and Biological Sciences
Computer Science
Earth and Planetary Sciences
Engineering
Materials Science
",0000-0003-4599-1496,
"Bandehpour, Mojghan",16641881900,190,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Chemical Engineering
Engineering
Chemistry
Veterinary
Computer Science
Materials Science
Neuroscience
Environmental Science
Multidisciplinary
Earth and Planetary Sciences
Physics and Astronomy
Mathematics
",0000-0002-5479-2846,
"Javadi, Mohammad Ali",35518669400,187,"Medicine
Neuroscience
Biochemistry, Genetics and Molecular Biology
Engineering
Materials Science
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Health Professions
",,
"Tohidi, Maryam",16680079500,184,"Medicine
Biochemistry, Genetics and Molecular Biology
Nursing
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
Multidisciplinary
Chemistry
Social Sciences
Neuroscience
",,
"Mortaz, Esameil",8511407700,183,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Neuroscience
Nursing
Veterinary
Multidisciplinary
",0000-0002-7753-9624,
"Hosseini, Hedayat",55445059500,181,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Medicine
Engineering
Chemical Engineering
Chemistry
Environmental Science
Nursing
Pharmacology, Toxicology and Pharmaceutics
Materials Science
Veterinary
Multidisciplinary
Business, Management and Accounting
Social Sciences
Energy
",0000-0001-8301-4229,
"Soheilian, Masoud",6603792208,179,"Medicine
Neuroscience
Pharmacology, Toxicology and Pharmaceutics
Multidisciplinary
Mathematics
Decision Sciences
",0000-0001-7508-426X,
"Mansouri, Davood",9238064400,177,"Medicine
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Agricultural and Biological Sciences
Chemistry
",0000-0002-0564-8282,
"Simforoush, Nasser",6603736418,177,"Medicine
Biochemistry, Genetics and Molecular Biology
Computer Science
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Engineering
Arts and Humanities
Nursing
Materials Science
",,
"Soori, Hamid",56024156400,175,"Medicine
Social Sciences
Biochemistry, Genetics and Molecular Biology
Engineering
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Materials Science
Psychology
Agricultural and Biological Sciences
Immunology and Microbiology
Physics and Astronomy
Chemistry
Neuroscience
Health Professions
Chemical Engineering
Computer Science
",0000-0002-3775-1831,
"Akbarzadeh-Baghban, Alireza",35788693300,171,"Medicine
Health Professions
Dentistry
Biochemistry, Genetics and Molecular Biology
Neuroscience
Pharmacology, Toxicology and Pharmaceutics
Nursing
Immunology and Microbiology
Social Sciences
Chemical Engineering
Environmental Science
Engineering
Mathematics
Psychology
Decision Sciences
Chemistry
",,
"Salehi, Bahare",55117999700,171,"Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Medicine
Agricultural and Biological Sciences
Chemical Engineering
Immunology and Microbiology
Engineering
Computer Science
Physics and Astronomy
Materials Science
Nursing
Environmental Science
Health Professions
Veterinary
Social Sciences
",0000-0001-6789-6225,
"Jamaati, Hamidreza",7801446806,168,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Engineering
Materials Science
Physics and Astronomy
Multidisciplinary
Health Professions
Chemical Engineering
Agricultural and Biological Sciences
Neuroscience
Environmental Science
Nursing
Social Sciences
Computer Science
",0000-0002-9372-3253,
"Yazdani, Shahin",7006610723,166,"Medicine
Biochemistry, Genetics and Molecular Biology
Neuroscience
Health Professions
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Chemical Engineering
",0000-0002-9583-1434,
"Fallah, Fatemeh",24466378200,161,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Chemistry
Environmental Science
Veterinary
Earth and Planetary Sciences
Nursing
Psychology
Computer Science
",,
"Zamani, Nasim",36864737700,157,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Environmental Science
Social Sciences
Nursing
Agricultural and Biological Sciences
Immunology and Microbiology
Health Professions
Psychology
Engineering
Chemical Engineering
Multidisciplinary
Chemistry
Neuroscience
",0000-0002-2091-0197,
"Hassanian-Moghaddam, Hossein",57204336335,156,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Biochemistry, Genetics and Molecular Biology
Social Sciences
Psychology
Energy
Health Professions
Agricultural and Biological Sciences
Neuroscience
Immunology and Microbiology
Nursing
Mathematics
Multidisciplinary
Chemical Engineering
Chemistry
",0000-0003-4370-0544,
"Farnia, Parissa",6603261582,154,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Chemistry
Chemical Engineering
Engineering
",0000-0003-3676-2018,
"Rezaei-Kanavi, Mojgan",14012651100,153,"Medicine
Biochemistry, Genetics and Molecular Biology
Neuroscience
Pharmacology, Toxicology and Pharmaceutics
Materials Science
Engineering
Physics and Astronomy
Immunology and Microbiology
Chemical Engineering
Chemistry
Nursing
Environmental Science
Agricultural and Biological Sciences
",,
"Daneshpour, Maryamsadat",13102963400,152,"Medicine
Biochemistry, Genetics and Molecular Biology
Nursing
Chemistry
Engineering
Multidisciplinary
Agricultural and Biological Sciences
Materials Science
Physics and Astronomy
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Psychology
Chemical Engineering
Computer Science
Social Sciences
Economics, Econometrics and Finance
Mathematics
",0000-0003-1525-8672,
"Yazdanparast, Razieh",6603740932,152,"Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Medicine
Chemistry
Agricultural and Biological Sciences
Immunology and Microbiology
Materials Science
Chemical Engineering
Environmental Science
Engineering
Neuroscience
Nursing
Physics and Astronomy
Mathematics
Health Professions
Multidisciplinary
",0000-0002-2321-6555,
"Baghestani, Ahmad Reza",14028000800,150,"Medicine
Biochemistry, Genetics and Molecular Biology
Nursing
Mathematics
Social Sciences
Decision Sciences
Psychology
Agricultural and Biological Sciences
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Neuroscience
Environmental Science
Engineering
Health Professions
Multidisciplinary
Computer Science
",0000-0003-2813-6762,
"Rassouli, Maryam",55763387000,149,"Medicine
Nursing
Biochemistry, Genetics and Molecular Biology
Social Sciences
Psychology
Arts and Humanities
Pharmacology, Toxicology and Pharmaceutics
Health Professions
Multidisciplinary
Agricultural and Biological Sciences
Computer Science
",0000-0002-5607-8064,
"Bashash, Davood",40160911100,148,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Computer Science
Engineering
Materials Science
Multidisciplinary
Mathematics
Health Professions
Physics and Astronomy
Chemical Engineering
Social Sciences
Agricultural and Biological Sciences
Chemistry
",0000-0002-8029-4920,
"Nasiri, Malihe",56548447400,147,"Medicine
Nursing
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
Psychology
Biochemistry, Genetics and Molecular Biology
Health Professions
Immunology and Microbiology
Chemical Engineering
Multidisciplinary
Agricultural and Biological Sciences
Neuroscience
",,
"Goudarzi, Hossein",24466582700,146,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Psychology
Health Professions
Veterinary
Agricultural and Biological Sciences
Nursing
Dentistry
Multidisciplinary
Neuroscience
",,
"Hashemian, Seyed Mohammad Reza",27967696400,144,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Chemical Engineering
Chemistry
Agricultural and Biological Sciences
Nursing
Veterinary
Multidisciplinary
Social Sciences
Neuroscience
",0000-0002-0768-9168,
"Nazemalhosseini-Mojarad, Ehsan",57218328546,144,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Environmental Science
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Health Professions
Veterinary
Social Sciences
Chemical Engineering
Multidisciplinary
Computer Science
",,
"Khojasteh, Arash",24068894800,139,"Medicine
Dentistry
Biochemistry, Genetics and Molecular Biology
Materials Science
Engineering
Pharmacology, Toxicology and Pharmaceutics
Physics and Astronomy
Chemical Engineering
Immunology and Microbiology
Chemistry
Neuroscience
Computer Science
",0000-0002-5378-852X,
"Marjani, Majid",26321808900,136,"Medicine
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Health Professions
",0000-0003-1466-8645,
"Abdollahifar, Mohammad Amin",56117187400,135,"Medicine
Biochemistry, Genetics and Molecular Biology
Neuroscience
Pharmacology, Toxicology and Pharmaceutics
Engineering
Dentistry
Agricultural and Biological Sciences
Multidisciplinary
Chemistry
Immunology and Microbiology
Health Professions
Materials Science
Physics and Astronomy
Chemical Engineering
Environmental Science
Nursing
",0000-0001-6947-3285,
"Janahmadi, Mahyar",6507107035,129,"Biochemistry, Genetics and Molecular Biology
Neuroscience
Medicine
Pharmacology, Toxicology and Pharmaceutics
Engineering
Agricultural and Biological Sciences
Computer Science
Immunology and Microbiology
Mathematics
Psychology
Environmental Science
Dentistry
Physics and Astronomy
Energy
Chemistry
Materials Science
Chemical Engineering
",,
"Mirfakhraie, Reza",14039361600,129,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Health Professions
Neuroscience
Agricultural and Biological Sciences
Multidisciplinary
Nursing
Veterinary
",0000-0003-1709-8975,
"Mojab, Faraz",7801417787,129,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Biochemistry, Genetics and Molecular Biology
Nursing
Chemical Engineering
Agricultural and Biological Sciences
Immunology and Microbiology
Social Sciences
Health Professions
Psychology
Materials Science
",,
"Bonakdar, Shahin",23089971200,125,"Materials Science
Engineering
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Chemistry
Medicine
Physics and Astronomy
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Energy
Health Professions
Dentistry
Veterinary
Social Sciences
Multidisciplinary
Computer Science
",0000-0001-8759-3790,
"Hashemi-Nazari, Seyed Saeed",55407253300,122,"Medicine
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Nursing
Biochemistry, Genetics and Molecular Biology
Social Sciences
Immunology and Microbiology
Earth and Planetary Sciences
Engineering
Health Professions
Veterinary
Psychology
Agricultural and Biological Sciences
Neuroscience
Multidisciplinary
Computer Science
",0000-0002-0883-3408,
"Mohebbi, Seyed Reza",24722990900,122,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Environmental Science
Agricultural and Biological Sciences
Earth and Planetary Sciences
Pharmacology, Toxicology and Pharmaceutics
Veterinary
Chemistry
",,
"Goudarzi, Mehdi",54585148600,121,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Chemistry
Energy
Environmental Science
Mathematics
Materials Science
Chemical Engineering
Health Professions
Multidisciplinary
Neuroscience
",0000-0001-6720-9341,
"Zali, Alireza",23011000500,121,"Medicine
Biochemistry, Genetics and Molecular Biology
Neuroscience
Pharmacology, Toxicology and Pharmaceutics
Social Sciences
Environmental Science
Engineering
Dentistry
Immunology and Microbiology
Agricultural and Biological Sciences
Computer Science
Arts and Humanities
Nursing
Health Professions
Psychology
Chemical Engineering
Earth and Planetary Sciences
Energy
Multidisciplinary
",0000-0002-2298-2290,
"Gachkar, Latif",8973424600,118,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Veterinary
Neuroscience
Nursing
Health Professions
Multidisciplinary
Chemistry
",,
"Rashidkhani, Bahram",55667254500,118,"Medicine
Nursing
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Environmental Science
Psychology
Neuroscience
Health Professions
Social Sciences
",,
"Hashemi, Seyed Mahmoud",27169527500,117,"Biochemistry, Genetics and Molecular Biology
Medicine
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Materials Science
Chemical Engineering
Engineering
Health Professions
Veterinary
Multidisciplinary
Agricultural and Biological Sciences
Chemistry
Neuroscience
",0000-0003-1389-5803,
"Movafagh, Abolfazl",16402418400,115,"Medicine
Biochemistry, Genetics and Molecular Biology
Neuroscience
Immunology and Microbiology
Agricultural and Biological Sciences
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Multidisciplinary
Engineering
Dentistry
Chemical Engineering
",,
"Etemad, Korosh",44060916700,113,"Medicine
Biochemistry, Genetics and Molecular Biology
Social Sciences
Health Professions
Pharmacology, Toxicology and Pharmaceutics
Multidisciplinary
Immunology and Microbiology
Environmental Science
Nursing
Mathematics
Psychology
Neuroscience
Business, Management and Accounting
Agricultural and Biological Sciences
Computer Science
",0000-0002-4005-9563,
"Hashemi, Ali",55683345300,110,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Nursing
Materials Science
Chemical Engineering
Chemistry
Engineering
",0000-0002-7258-5541,
"Hosseini Shirazi, Seyed Farshad",6602821997,110,"Pharmacology, Toxicology and Pharmaceutics
Medicine
Biochemistry, Genetics and Molecular Biology
Chemistry
Environmental Science
Chemical Engineering
Materials Science
Engineering
Agricultural and Biological Sciences
Immunology and Microbiology
Health Professions
Physics and Astronomy
Social Sciences
Neuroscience
",0000-0003-1356-385X,
"Neyestani, Tirang Reza",6506263123,110,"Medicine
Biochemistry, Genetics and Molecular Biology
Nursing
Agricultural and Biological Sciences
Engineering
Chemical Engineering
Chemistry
Dentistry
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Health Professions
Psychology
Business, Management and Accounting
Materials Science
Social Sciences
",0000-0002-0953-2594,
"Abadi, Alireza",16232565100,109,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Computer Science
Nursing
Mathematics
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Engineering
Environmental Science
Health Professions
Veterinary
Materials Science
Multidisciplinary
",,
"Bayat, Mohammad",7003895160,108,"Medicine
Biochemistry, Genetics and Molecular Biology
Engineering
Physics and Astronomy
Health Professions
Dentistry
Chemistry
Chemical Engineering
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
Materials Science
Neuroscience
Multidisciplinary
",0000-0001-5214-4223,
"Heidari Keshel, Saeed",57216905594,108,"Biochemistry, Genetics and Molecular Biology
Materials Science
Medicine
Engineering
Chemical Engineering
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Immunology and Microbiology
Physics and Astronomy
Neuroscience
Environmental Science
Dentistry
Energy
Agricultural and Biological Sciences
Nursing
Decision Sciences
",,
"Ozgoli, Giti",26768094800,107,"Medicine
Nursing
Social Sciences
Health Professions
Biochemistry, Genetics and Molecular Biology
Psychology
Pharmacology, Toxicology and Pharmaceutics
",,
"Alebouyeh, Masoud",6701701164,105,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Agricultural and Biological Sciences
Veterinary
Multidisciplinary
Chemistry
Engineering
Physics and Astronomy
Materials Science
",0000-0001-7474-2515,
"Ghaffari-Novin, Marefat",12798780200,104,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Agricultural and Biological Sciences
Engineering
Materials Science
Environmental Science
Neuroscience
Nursing
Veterinary
Multidisciplinary
",,
"Bagheri, Abbas",55260843000,103,"Medicine
Health Professions
Biochemistry, Genetics and Molecular Biology
",,
"Abbaszadeh, Abbas",57209446918,102,"Medicine
Nursing
Social Sciences
Arts and Humanities
Computer Science
Biochemistry, Genetics and Molecular Biology
Environmental Science
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
Mathematics
Health Professions
Psychology
Decision Sciences
Chemistry
Neuroscience
",0000-0001-5708-7838,
"Mohammadi, Abdorreza R.",7005695658,102,"Chemistry
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Engineering
Chemical Engineering
Immunology and Microbiology
Environmental Science
Materials Science
Medicine
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
Nursing
Veterinary
Business, Management and Accounting
",,
"Ghorbani, Mahdi",36608012900,101,"Medicine
Health Professions
Chemical Engineering
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Engineering
Environmental Science
Computer Science
Energy
Pharmacology, Toxicology and Pharmaceutics
Chemistry
",,
