Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Namazi, Mohammad Reza",55667450900,208,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Environmental Science
Agricultural and Biological Sciences
Psychology
Neuroscience
Nursing
Health Professions
Multidisciplinary
",0000-0002-7409-7437,
"Borhani-Haghighi, Afshin",16243986400,192,"Medicine
Neuroscience
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Psychology
Nursing
Health Professions
Environmental Science
Energy
Chemical Engineering
Engineering
Social Sciences
Agricultural and Biological Sciences
Computer Science
",0000-0002-4131-7990,
"Dehghani, Seyed Mohsen",55667153300,171,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Health Professions
Psychology
Chemical Engineering
Multidisciplinary
Neuroscience
Nursing
Social Sciences
Agricultural and Biological Sciences
",0000-0001-5930-0110,
"Amirghofran, Zahra",6601971406,159,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Immunology and Microbiology
Materials Science
Physics and Astronomy
Health Professions
Chemical Engineering
Agricultural and Biological Sciences
Neuroscience
Engineering
Energy
Mathematics
Psychology
Computer Science
",0000-0002-1027-7906,
"Kumar, Perikala Vigayanda",7403960391,159,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Psychology
Veterinary
Agricultural and Biological Sciences
Nursing
Health Professions
Neuroscience
",0000-0001-8315-7000,
"Javidnia, Katayoun",6603829761,158,"Chemistry
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Medicine
Immunology and Microbiology
Chemical Engineering
Engineering
Environmental Science
Physics and Astronomy
Health Professions
Materials Science
Social Sciences
Earth and Planetary Sciences
Mathematics
Veterinary
Psychology
",,
"Shahriari, Bahador",16246180900,155,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Veterinary
Pharmacology, Toxicology and Pharmaceutics
Health Professions
Agricultural and Biological Sciences
Psychology
Chemical Engineering
Engineering
Materials Science
Environmental Science
Social Sciences
",0000-0003-2045-9057,
"Haghpanah, Sezaneh",24831426600,154,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Nursing
Multidisciplinary
Environmental Science
Health Professions
Psychology
Social Sciences
Neuroscience
",0000-0002-8666-2106,
"Monabati, Ahmad",55393919600,152,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Psychology
Agricultural and Biological Sciences
Dentistry
Veterinary
Neuroscience
Engineering
Materials Science
",0000-0002-3378-1937,
"Firuzi, Omidreza",6505800306,151,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Chemistry
Medicine
Agricultural and Biological Sciences
Chemical Engineering
Materials Science
Computer Science
Environmental Science
Engineering
Physics and Astronomy
Earth and Planetary Sciences
Immunology and Microbiology
Mathematics
Multidisciplinary
Neuroscience
",0000-0002-2248-5198,
"Heydari, Seyed Taghi",14424211400,151,"Medicine
Biochemistry, Genetics and Molecular Biology
Psychology
Social Sciences
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Nursing
Neuroscience
Engineering
Health Professions
Environmental Science
Mathematics
Agricultural and Biological Sciences
Computer Science
",0000-0001-7711-1137,
"Karimi, Mohammad Hossein",57214841090,151,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Health Professions
Agricultural and Biological Sciences
Chemical Engineering
Environmental Science
Engineering
",0000-0002-2435-6277,
"Zomorodian, Kamiar",6602837267,151,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Agricultural and Biological Sciences
Environmental Science
Materials Science
Chemical Engineering
Engineering
Psychology
Physics and Astronomy
Health Professions
Veterinary
Social Sciences
Earth and Planetary Sciences
Multidisciplinary
Mathematics
Dentistry
",,
"Roozbeh, Jamshid",55881216500,143,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Agricultural and Biological Sciences
Psychology
Nursing
Environmental Science
Health Professions
Chemical Engineering
",0000-0002-4268-1727,
"Khademi, Bijan",6602820544,140,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Psychology
Dentistry
Health Professions
Environmental Science
Multidisciplinary
Agricultural and Biological Sciences
",0000-0002-8303-6126,
"Dabbaghmanesh, Mohammad Hossein",8907584900,137,"Medicine
Biochemistry, Genetics and Molecular Biology
Nursing
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Health Professions
Psychology
Agricultural and Biological Sciences
Chemistry
Neuroscience
Engineering
Physics and Astronomy
Chemical Engineering
",0000-0002-4877-0376,
"Heidari, Reza",25822454600,134,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Medicine
Environmental Science
Agricultural and Biological Sciences
Chemistry
Immunology and Microbiology
Chemical Engineering
Materials Science
Neuroscience
Nursing
Engineering
Veterinary
Psychology
Multidisciplinary
",0000-0002-7038-9838,
"Hosseini, Seyed Vahid",7103353279,132,"Medicine
Biochemistry, Genetics and Molecular Biology
Nursing
Immunology and Microbiology
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
Veterinary
Psychology
Social Sciences
Health Professions
Environmental Science
Mathematics
Multidisciplinary
Chemistry
",0000-0002-9228-3567,
"Rezaianazadeh, Abbas",36139802100,131,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
Psychology
Multidisciplinary
Social Sciences
Neuroscience
Engineering
Health Professions
Veterinary
Chemical Engineering
",0000-0002-0067-0659,
"Hatam, Gholam Reza",55891500300,130,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Environmental Science
Chemistry
Materials Science
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
Veterinary
Physics and Astronomy
Neuroscience
Engineering
Chemical Engineering
Health Professions
Multidisciplinary
Mathematics
Social Sciences
",0000-0002-7807-4793,
"Nowroozzadeh, Mohammad Hossein",24342009000,128,"Medicine
Neuroscience
Health Professions
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Psychology
",0000-0002-7412-1900,
"Motamedifar, Mohammad",12768773700,126,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Psychology
Dentistry
Agricultural and Biological Sciences
Multidisciplinary
Environmental Science
Veterinary
Physics and Astronomy
Materials Science
Chemical Engineering
",0000-0003-4993-4034,
"Ramzi, Mani",6701325794,126,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Nursing
Pharmacology, Toxicology and Pharmaceutics
Social Sciences
Environmental Science
Psychology
Materials Science
Neuroscience
",0000-0003-2878-4559,
"Yaghobi, Ramin",8899091200,125,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Chemical Engineering
Environmental Science
Psychology
Chemistry
Neuroscience
",,
"Askarian, Mehrdad",6602123438,124,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Nursing
Social Sciences
Psychology
Agricultural and Biological Sciences
Earth and Planetary Sciences
Health Professions
Dentistry
",0000-0003-4163-7414,
"Samani, Soliman Mohammadi",6603186776,124,"Pharmacology, Toxicology and Pharmaceutics
Medicine
Biochemistry, Genetics and Molecular Biology
Materials Science
Chemistry
Chemical Engineering
Engineering
Immunology and Microbiology
Physics and Astronomy
Agricultural and Biological Sciences
Environmental Science
Veterinary
Dentistry
Multidisciplinary
Mathematics
Social Sciences
",,
"Bahador, Ali",6603769739,123,"Medicine
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Psychology
Health Professions
",0000-0002-5099-7967,
"Fararouie, Mohammad",36090770200,123,"Medicine
Environmental Science
Biochemistry, Genetics and Molecular Biology
Nursing
Immunology and Microbiology
Social Sciences
Psychology
Chemistry
Pharmacology, Toxicology and Pharmaceutics
Health Professions
Agricultural and Biological Sciences
Earth and Planetary Sciences
Neuroscience
Materials Science
Physics and Astronomy
Computer Science
Engineering
",0000-0001-9362-328X,
"Salahi, Heshamtollah",55394165300,123,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Psychology
",,
"Tabatabaee, Seyed Hamid Reza",57217864586,121,"Medicine
Biochemistry, Genetics and Molecular Biology
Environmental Science
Immunology and Microbiology
Engineering
Social Sciences
Agricultural and Biological Sciences
Neuroscience
Pharmacology, Toxicology and Pharmaceutics
Nursing
Health Professions
Chemical Engineering
Psychology
Multidisciplinary
",,
"Hassanzadeh, Jafar",57195402448,118,"Medicine
Environmental Science
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Engineering
Nursing
Psychology
Agricultural and Biological Sciences
Chemical Engineering
Multidisciplinary
Mathematics
Health Professions
Neuroscience
",0000-0002-1055-1418,
"Imanieh, Mohammad Hadi",6602330199,115,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Psychology
Nursing
Social Sciences
Health Professions
Multidisciplinary
Arts and Humanities
Environmental Science
Agricultural and Biological Sciences
Chemistry
",0000-0003-4610-0413,
"Zarshenas, Mohammad Mehdi",21733914700,115,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Neuroscience
Chemistry
Immunology and Microbiology
Arts and Humanities
Nursing
Health Professions
Chemical Engineering
Agricultural and Biological Sciences
Earth and Planetary Sciences
Physics and Astronomy
Multidisciplinary
Mathematics
Psychology
Materials Science
",0000-0002-8185-4993,
"Aminsharifi, Alireza",55891175200,114,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Engineering
Computer Science
Veterinary
Psychology
Physics and Astronomy
Agricultural and Biological Sciences
",,
"Karimi, Mohammad Taghi",38561630300,114,"Medicine
Engineering
Health Professions
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Computer Science
Immunology and Microbiology
Psychology
Materials Science
Agricultural and Biological Sciences
Neuroscience
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Physics and Astronomy
Business, Management and Accounting
Social Sciences
",,
"Kazemi, Kourosh",16177730600,113,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Multidisciplinary
Agricultural and Biological Sciences
",0000-0003-4477-7121,
"Ayatollahi, Sayed Mohammad Taghi",7003679431,109,"Medicine
Biochemistry, Genetics and Molecular Biology
Mathematics
Immunology and Microbiology
Agricultural and Biological Sciences
Nursing
Psychology
Decision Sciences
Computer Science
Pharmacology, Toxicology and Pharmaceutics
Social Sciences
Environmental Science
Dentistry
Engineering
Health Professions
Earth and Planetary Sciences
Neuroscience
",0000-0002-5691-9628,
"Choobineh, Alireza",55913541800,108,"Medicine
Engineering
Social Sciences
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Health Professions
Chemical Engineering
Agricultural and Biological Sciences
Nursing
Mathematics
Dentistry
Biochemistry, Genetics and Molecular Biology
Neuroscience
Computer Science
",0000-0002-0866-0404,
"Ashraf, Mohammad Javad",7201372939,107,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Energy
Veterinary
Neuroscience
Psychology
Dentistry
Multidisciplinary
Agricultural and Biological Sciences
Environmental Science
Mathematics
Health Professions
Chemistry
",0000-0002-4987-8477,
"Mohagheghzadeh, Abdolali",6506269532,103,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Chemistry
Health Professions
Immunology and Microbiology
Neuroscience
Arts and Humanities
Chemical Engineering
Nursing
Mathematics
Psychology
Materials Science
Social Sciences
Multidisciplinary
",0000-0002-4873-1449,
"Moghadami, Mohsen",23989104100,102,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Social Sciences
Environmental Science
Engineering
Psychology
Chemistry
Chemical Engineering
Health Professions
Agricultural and Biological Sciences
Nursing
Materials Science
",0000-0001-8015-0313,
"Ahmadi, Jamshid",7005367928,101,"Medicine
Neuroscience
Psychology
Social Sciences
Nursing
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
",0000-0002-7060-469X,
"Jamshidzadeh, Akram",8725304700,101,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Medicine
Environmental Science
Agricultural and Biological Sciences
Immunology and Microbiology
Chemistry
Chemical Engineering
Dentistry
Neuroscience
Veterinary
Materials Science
Engineering
Health Professions
Psychology
Multidisciplinary
Nursing
",,
"Mokhtari, Maral",57203355092,100,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Materials Science
Neuroscience
Psychology
Chemical Engineering
Social Sciences
Chemistry
",0000-0002-4815-2631,
"Amoozgar, Hamid",24178511500,99,"Medicine
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Psychology
",0000-0003-3049-5457,
"Mehdizadeh, Alireza",8869731300,99,"Medicine
Health Professions
Chemical Engineering
Physics and Astronomy
Materials Science
Computer Science
Engineering
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Neuroscience
Arts and Humanities
Environmental Science
Immunology and Microbiology
Nursing
Mathematics
Psychology
Agricultural and Biological Sciences
",,
"Mohammadianpanah, Mohammad",57202824148,99,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Health Professions
Immunology and Microbiology
Dentistry
Psychology
Nursing
Multidisciplinary
",0000-0001-9391-8977,
"Bastani, Peivand",54079254100,98,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Nursing
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
Social Sciences
Health Professions
Earth and Planetary Sciences
Engineering
Business, Management and Accounting
Economics, Econometrics and Finance
Dentistry
Immunology and Microbiology
Psychology
Chemical Engineering
",0000-0002-0412-0267,
"Haghighat, Mahmood",14053870600,98,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Psychology
Multidisciplinary
Agricultural and Biological Sciences
",0000-0002-0435-7643,
"Jassbi, Amir Reza",6701738126,98,"Chemistry
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Medicine
Environmental Science
Immunology and Microbiology
Earth and Planetary Sciences
Chemical Engineering
Multidisciplinary
Mathematics
Engineering
Dentistry
Physics and Astronomy
",0000-0003-3918-361X,
"Mostafavipour, Zohreh",8751531900,98,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Chemical Engineering
Nursing
Agricultural and Biological Sciences
Chemistry
Environmental Science
Health Professions
Engineering
Psychology
Physics and Astronomy
Materials Science
Neuroscience
",0000-0002-3779-177X,
"Tamaddon, A. M.",16200173200,98,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Materials Science
Chemistry
Medicine
Chemical Engineering
Engineering
Physics and Astronomy
Agricultural and Biological Sciences
Immunology and Microbiology
Environmental Science
Multidisciplinary
Mathematics
Dentistry
Veterinary
Psychology
Social Sciences
",0000-0001-6066-3074,
"Yousefinejad, Saeed",26647937200,98,"Chemistry
Environmental Science
Biochemistry, Genetics and Molecular Biology
Materials Science
Physics and Astronomy
Chemical Engineering
Medicine
Engineering
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
Computer Science
Social Sciences
Multidisciplinary
Immunology and Microbiology
Health Professions
Energy
Business, Management and Accounting
Mathematics
",0000-0001-5940-1229,
"Erfani, Nasrollah",8663943500,97,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Agricultural and Biological Sciences
Psychology
Multidisciplinary
Engineering
Health Professions
Chemical Engineering
Environmental Science
Dentistry
Physics and Astronomy
Neuroscience
Mathematics
Materials Science
",0000-0002-4158-9128,
"Sadjjadi, Seyyed Mahmoud",6602253582,96,"Medicine
Immunology and Microbiology
Agricultural and Biological Sciences
Veterinary
Biochemistry, Genetics and Molecular Biology
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Mathematics
Health Professions
Chemistry
",0000-0002-0041-5906,
"Ghaffarpasand, Fariborz",24080487500,95,"Medicine
Biochemistry, Genetics and Molecular Biology
Neuroscience
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Psychology
Engineering
Materials Science
Multidisciplinary
Chemical Engineering
",0000-0002-1721-9987,
"Farjadian, Shirin",6603653475,93,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Multidisciplinary
Earth and Planetary Sciences
Nursing
Mathematics
Health Professions
Veterinary
Physics and Astronomy
Chemical Engineering
Social Sciences
Chemistry
Neuroscience
",0000-0002-1369-8466,
"Jafari, Peyman",55887964900,90,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Psychology
Social Sciences
Mathematics
Neuroscience
Pharmacology, Toxicology and Pharmaceutics
Health Professions
Decision Sciences
Multidisciplinary
Computer Science
",0000-0002-6766-1343,
"Pakshir, Keyvan",15838075900,90,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Agricultural and Biological Sciences
Environmental Science
Health Professions
Veterinary
Psychology
Multidisciplinary
Social Sciences
Chemical Engineering
Earth and Planetary Sciences
Dentistry
Physics and Astronomy
Mathematics
Engineering
",0000-0001-7809-4690,
"Joulaei, Hassan",35730248500,89,"Medicine
Psychology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Social Sciences
Nursing
Neuroscience
Multidisciplinary
Mathematics
Agricultural and Biological Sciences
Economics, Econometrics and Finance
Environmental Science
Dentistry
",0000-0002-8498-5331,
"Salehi, Alireza",57198280863,89,"Medicine
Nursing
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Health Professions
Psychology
Immunology and Microbiology
Neuroscience
Arts and Humanities
Computer Science
Agricultural and Biological Sciences
",0000-0003-2750-8499,
"Mokarram, Pooneh",24470305200,88,"Biochemistry, Genetics and Molecular Biology
Medicine
Pharmacology, Toxicology and Pharmaceutics
Chemical Engineering
Chemistry
Immunology and Microbiology
Agricultural and Biological Sciences
Engineering
Computer Science
Earth and Planetary Sciences
Health Professions
Materials Science
Neuroscience
Environmental Science
Psychology
",0000-0002-9717-0473,
"Safaie, Akbar",6507902533,88,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Psychology
Multidisciplinary
Neuroscience
",0000-0002-2542-9861,
"Khoshneviszadeh, Mehdi",56241996000,87,"Biochemistry, Genetics and Molecular Biology
Chemistry
Pharmacology, Toxicology and Pharmaceutics
Chemical Engineering
Computer Science
Medicine
Physics and Astronomy
Materials Science
Immunology and Microbiology
Nursing
Engineering
Multidisciplinary
Agricultural and Biological Sciences
Neuroscience
",0000-0003-1458-2964,
"Talaei-Khozani, Tahereh",57202639404,87,"Medicine
Biochemistry, Genetics and Molecular Biology
Engineering
Materials Science
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Immunology and Microbiology
Veterinary
Environmental Science
Physics and Astronomy
Psychology
Health Professions
Neuroscience
Nursing
Earth and Planetary Sciences
Chemistry
Mathematics
Chemical Engineering
",0000-0002-8425-8871,
"Behzad-Behbahani, Abbas",6602671100,86,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Chemical Engineering
Engineering
Health Professions
Environmental Science
Psychology
Neuroscience
Materials Science
Multidisciplinary
Chemistry
",0000-0001-5917-920X,
"Namavar Jahromi, Bahia",55663326500,86,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Agricultural and Biological Sciences
Veterinary
Psychology
Health Professions
Social Sciences
Neuroscience
",0000-0002-7839-9627,
"Aslani, Amir",16177645200,84,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Engineering
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Mathematics
Psychology
Physics and Astronomy
Neuroscience
Computer Science
",,
"Kojuri, Javad",6506744838,84,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Nursing
Social Sciences
Chemical Engineering
Engineering
Health Professions
Neuroscience
",0000-0001-8909-897X,
"Nami, Mohammad",55926402400,84,"Medicine
Neuroscience
Computer Science
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Engineering
Psychology
Health Professions
Agricultural and Biological Sciences
Decision Sciences
Mathematics
Social Sciences
Multidisciplinary
Environmental Science
Physics and Astronomy
Business, Management and Accounting
Chemistry
Arts and Humanities
Immunology and Microbiology
Nursing
Chemical Engineering
",0000-0003-1410-5340,
"Eshraghian, Ahad",55916220500,83,"Medicine
Environmental Science
Nursing
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Earth and Planetary Sciences
Health Professions
Physics and Astronomy
Multidisciplinary
",0000-0003-0751-5712,
"Shokrpour, Nasrin",26635892400,83,"Medicine
Social Sciences
Nursing
Arts and Humanities
Engineering
Health Professions
Economics, Econometrics and Finance
Business, Management and Accounting
Chemical Engineering
Neuroscience
Agricultural and Biological Sciences
Earth and Planetary Sciences
Environmental Science
Computer Science
Pharmacology, Toxicology and Pharmaceutics
Mathematics
Psychology
Materials Science
",0000-0002-8733-4657,
"Bordbar, Mohammadreza",57199511560,82,"Medicine
Biochemistry, Genetics and Molecular Biology
Nursing
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Psychology
Environmental Science
Chemistry
Social Sciences
",0000-0002-8071-6425,
"Savardashtaki, Amir",57057868900,80,"Biochemistry, Genetics and Molecular Biology
Medicine
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Chemical Engineering
Chemistry
Environmental Science
Engineering
Agricultural and Biological Sciences
Multidisciplinary
Health Professions
Veterinary
Psychology
Materials Science
Neuroscience
",0000-0003-1700-9426,
"Shamsaeefar, Alireza",24781478800,80,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Nursing
Multidisciplinary
Agricultural and Biological Sciences
Immunology and Microbiology
",0000-0003-3798-6064,
