Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Rafiei, Abdollah",6507874558,69,"Medicine
Immunology and Microbiology
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Veterinary
Pharmacology, Toxicology and Pharmaceutics
Materials Science
Chemistry
Physics and Astronomy
Chemical Engineering
Multidisciplinary
Neuroscience
",0000-0001-8997-9056,
"Ashtary-Larky, Damoon",56415113300,66,"Medicine
Nursing
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
Engineering
Neuroscience
Psychology
Health Professions
Veterinary
Chemistry
",,
"Jalali, Mohammad Taha",27169615400,66,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Nursing
Environmental Science
Veterinary
Chemical Engineering
Immunology and Microbiology
Health Professions
",0000-0002-5094-8049,
"Mohammadshahi, M.",55587635900,65,"Medicine
Nursing
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Immunology and Microbiology
Neuroscience
Health Professions
",0000-0002-4987-8194,
"Shahbazian, Hajieh Bibi",35504101800,64,"Medicine
Biochemistry, Genetics and Molecular Biology
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Nursing
Agricultural and Biological Sciences
Engineering
Physics and Astronomy
Multidisciplinary
Chemistry
Neuroscience
",0000-0002-9265-4022,
"Haidari, Fatemeh",25421748100,63,"Medicine
Nursing
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Immunology and Microbiology
Multidisciplinary
Chemistry
",0000-0001-9104-4639,
"Karandish, Majid",22135048000,63,"Medicine
Biochemistry, Genetics and Molecular Biology
Nursing
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Psychology
Neuroscience
",0000-0003-3244-1647,
"Araban, Marzieh",55317788100,62,"Medicine
Social Sciences
Environmental Science
Nursing
Psychology
Health Professions
Neuroscience
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",,
"Ghaffari, Mohamad Ali",35748334400,62,"Biochemistry, Genetics and Molecular Biology
Medicine
Pharmacology, Toxicology and Pharmaceutics
Engineering
Immunology and Microbiology
Materials Science
Chemistry
Agricultural and Biological Sciences
Neuroscience
Nursing
Environmental Science
Physics and Astronomy
Computer Science
",,
"Ghafourian, Mehri",6507582880,60,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Agricultural and Biological Sciences
Materials Science
Environmental Science
Engineering
Health Professions
Physics and Astronomy
Chemistry
",0000-0003-0140-7083,
"Majdinasab, Nastaran",36195868400,60,"Medicine
Neuroscience
Nursing
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Health Professions
Social Sciences
Psychology
Arts and Humanities
Engineering
Mathematics
",0000-0001-5163-7210,
"Kassiri, Hamid",50561437200,59,"Medicine
Immunology and Microbiology
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Veterinary
",,
"Saki, Ghasem",25423205900,58,"Biochemistry, Genetics and Molecular Biology
Medicine
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Immunology and Microbiology
Veterinary
Neuroscience
Health Professions
Chemical Engineering
Multidisciplinary
Chemistry
",0000-0001-5268-8407,
"Shahjahani, Mohammad",36490657800,57,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Neuroscience
",,
"Zabihzadeh, Mansour",56366738800,57,"Medicine
Health Professions
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Engineering
Physics and Astronomy
Agricultural and Biological Sciences
Computer Science
",0000-0002-0133-1085,
"Orazizadeh, Mahmoud",15071092700,56,"Biochemistry, Genetics and Molecular Biology
Medicine
Pharmacology, Toxicology and Pharmaceutics
Engineering
Immunology and Microbiology
Materials Science
Chemical Engineering
Chemistry
Environmental Science
Agricultural and Biological Sciences
Physics and Astronomy
Computer Science
",0000-0002-0485-149X,
"Khafaie, Morteza Abdullatif",55608324700,55,"Medicine
Environmental Science
Chemical Engineering
Multidisciplinary
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Social Sciences
Immunology and Microbiology
Nursing
Energy
",0000-0002-1651-3017,
"Saki, Jasem",28568047700,55,"Medicine
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Earth and Planetary Sciences
Multidisciplinary
Environmental Science
",0000-0002-2966-9352,
"Sayyah, Mehdi",10540414200,55,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Neuroscience
Nursing
Psychology
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Environmental Science
Social Sciences
Agricultural and Biological Sciences
",,
"Beladi-Mousavi, Seyed Seifollah",36560970700,54,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Agricultural and Biological Sciences
Dentistry
",0000-0002-6158-5597,
"Haybar, Habib",54079483700,54,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Nursing
Immunology and Microbiology
Environmental Science
Engineering
Health Professions
Agricultural and Biological Sciences
",0000-0002-9204-8698,
"Molavynejad, Shahram",57211320055,54,"Medicine
Nursing
Biochemistry, Genetics and Molecular Biology
Social Sciences
Multidisciplinary
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Psychology
",0000-0003-0113-7263,
"Salmanzadeh, Shokrollah",55214823100,54,"Medicine
Immunology and Microbiology
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Earth and Planetary Sciences
Materials Science
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Chemistry
",0000-0002-5632-9425,
"Gharib-Naseri, Mohammad Kazem",13005454600,53,"Biochemistry, Genetics and Molecular Biology
Medicine
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Agricultural and Biological Sciences
Neuroscience
Materials Science
Arts and Humanities
Psychology
Multidisciplinary
Social Sciences
",,
"Neisi, Niloofar",36918973500,53,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Earth and Planetary Sciences
Agricultural and Biological Sciences
Chemistry
Environmental Science
Engineering
Mathematics
Physics and Astronomy
Multidisciplinary
Neuroscience
",,
"Zarea, Kourosh",33568360800,53,"Medicine
Nursing
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Neuroscience
Psychology
",0000-0001-5124-6025,
"Hajiani, Eskandar",8562734700,50,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Engineering
Neuroscience
",0000-0002-1014-1996,
"Mahmoudian Sani, Mohammadreza",57192430290,50,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Neuroscience
Immunology and Microbiology
Health Professions
",,
"Shariati, Gholamreza",55405816000,50,"Medicine
Biochemistry, Genetics and Molecular Biology
Neuroscience
Immunology and Microbiology
Multidisciplinary
Agricultural and Biological Sciences
Veterinary
",0000-0002-6295-127X,
"Hashemi, Seyed Jalal",8562734400,49,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Nursing
Engineering
Veterinary
Psychology
Chemical Engineering
Chemistry
",0000-0002-7389-4717,
"Maraghi, Sharif",55888092500,49,"Medicine
Immunology and Microbiology
Environmental Science
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Veterinary
",,
"Pipelzadeh, Mohammad Hassan",6603534660,49,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Materials Science
Agricultural and Biological Sciences
Neuroscience
Environmental Science
Psychology
Chemistry
",0000-0001-9289-6948,
"Tahmasebi Birgani, Mohammad Javad",35503080200,49,"Medicine
Biochemistry, Genetics and Molecular Biology
Health Professions
Pharmacology, Toxicology and Pharmaceutics
Chemical Engineering
Environmental Science
Chemistry
Engineering
Physics and Astronomy
Energy
Agricultural and Biological Sciences
Computer Science
",0000-0002-8748-3505,
"Farajzadeh-Sheikh, Ahmad",6506504345,48,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Dentistry
Nursing
Health Professions
",0000-0001-6951-0453,
"Salimi, Anayatollah",55622623400,48,"Pharmacology, Toxicology and Pharmaceutics
Chemistry
Medicine
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Materials Science
Social Sciences
Chemical Engineering
Immunology and Microbiology
Environmental Science
Engineering
Multidisciplinary
Agricultural and Biological Sciences
",0000-0003-1505-7969,
"Shahbazian, Heshmatollah",57219457036,48,"Medicine
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Nursing
Agricultural and Biological Sciences
",,
"Zare Javid, Ahmad",55948171400,48,"Medicine
Nursing
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Environmental Science
Immunology and Microbiology
Earth and Planetary Sciences
Dentistry
Agricultural and Biological Sciences
",0000-0001-7119-7582,
"Kheirollah, Alireza",6504540133,47,"Biochemistry, Genetics and Molecular Biology
Medicine
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Neuroscience
Chemical Engineering
Engineering
Nursing
",,
"Shamsizadeh, Ahmad",15137612100,47,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Health Professions
Pharmacology, Toxicology and Pharmaceutics
Nursing
",0000-0003-3068-9913,
"Azizi Malamiri, Reza",56507465700,46,"Medicine
Neuroscience
Biochemistry, Genetics and Molecular Biology
Health Professions
Pharmacology, Toxicology and Pharmaceutics
Social Sciences
",0000-0001-5423-6375,
"Kouchak, Maryam",8652775300,46,"Pharmacology, Toxicology and Pharmaceutics
Medicine
Biochemistry, Genetics and Molecular Biology
Chemistry
Immunology and Microbiology
Physics and Astronomy
Chemical Engineering
Nursing
Engineering
Agricultural and Biological Sciences
",0000-0002-1399-7335,
"Mohammadzadeh, Ghorban H.",22951492200,46,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Chemical Engineering
Engineering
Psychology
",0000-0001-7921-4770,
