Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Nadjar Araabi, Babak",35560470000,282,"Computer Science
Engineering
Mathematics
Earth and Planetary Sciences
Neuroscience
Medicine
Environmental Science
Energy
Decision Sciences
Social Sciences
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Business, Management and Accounting
Chemical Engineering
Immunology and Microbiology
Materials Science
Health Professions
Multidisciplinary
Agricultural and Biological Sciences
Chemistry
Arts and Humanities
",0000-0002-5283-263X,
"Faridbod, Farnoush",14821794200,277,"Chemistry
Physics and Astronomy
Materials Science
Engineering
Biochemistry, Genetics and Molecular Biology
Environmental Science
Chemical Engineering
Medicine
Pharmacology, Toxicology and Pharmaceutics
Earth and Planetary Sciences
Agricultural and Biological Sciences
Immunology and Microbiology
Energy
Multidisciplinary
Computer Science
",0000-0003-1364-4318,
"Navabi, Zainalabedin",35587223000,259,"Engineering
Computer Science
Mathematics
Materials Science
Energy
Physics and Astronomy
Arts and Humanities
Environmental Science
Multidisciplinary
Social Sciences
Chemistry
",,
"Ahmadabadi, Majid Nili",57189586135,247,"Computer Science
Engineering
Mathematics
Materials Science
Neuroscience
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Medicine
Agricultural and Biological Sciences
Multidisciplinary
Energy
Psychology
Social Sciences
Decision Sciences
Chemistry
Chemical Engineering
Earth and Planetary Sciences
",,
"Jolai, Fariborz",56218703500,239,"Engineering
Computer Science
Mathematics
Decision Sciences
Business, Management and Accounting
Environmental Science
Materials Science
Social Sciences
Physics and Astronomy
Energy
Chemistry
Economics, Econometrics and Finance
Chemical Engineering
Earth and Planetary Sciences
Multidisciplinary
Medicine
Arts and Humanities
Biochemistry, Genetics and Molecular Biology
",0000-0003-0824-8513,
"Mehrpooya, Mehdi",15725690500,239,"Energy
Engineering
Environmental Science
Chemistry
Physics and Astronomy
Chemical Engineering
Business, Management and Accounting
Materials Science
Computer Science
Mathematics
Biochemistry, Genetics and Molecular Biology
Earth and Planetary Sciences
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
Multidisciplinary
",,
"Mahmudi, Reza",7003859050,237,"Engineering
Materials Science
Physics and Astronomy
Earth and Planetary Sciences
Chemistry
Computer Science
",,
"Mostoufi, Navid",6603074290,237,"Chemical Engineering
Engineering
Chemistry
Materials Science
Environmental Science
Energy
Physics and Astronomy
Mathematics
Computer Science
Biochemistry, Genetics and Molecular Biology
Earth and Planetary Sciences
Pharmacology, Toxicology and Pharmaceutics
Medicine
Immunology and Microbiology
Agricultural and Biological Sciences
Decision Sciences
Multidisciplinary
",,
"Rabbani, Masoud",57208701862,235,"Engineering
Computer Science
Decision Sciences
Business, Management and Accounting
Mathematics
Environmental Science
Social Sciences
Economics, Econometrics and Finance
Physics and Astronomy
Materials Science
Chemistry
Energy
Chemical Engineering
Medicine
Multidisciplinary
Agricultural and Biological Sciences
",,
"Azizi, Kazem",17345170000,234,"Physics and Astronomy
Engineering
Mathematics
Chemical Engineering
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
Environmental Science
",0000-0003-3741-2167,
"Karamouz, Mohammad",56243091200,224,"Environmental Science
Engineering
Earth and Planetary Sciences
Agricultural and Biological Sciences
Social Sciences
Computer Science
Physics and Astronomy
Materials Science
Chemistry
Business, Management and Accounting
Mathematics
Medicine
Decision Sciences
",,
"Khodadadi, Abbasali",8937177900,223,"Materials Science
Physics and Astronomy
Engineering
Chemical Engineering
Chemistry
Energy
Environmental Science
Biochemistry, Genetics and Molecular Biology
Computer Science
Medicine
Pharmacology, Toxicology and Pharmaceutics
Mathematics
Earth and Planetary Sciences
Immunology and Microbiology
Agricultural and Biological Sciences
",0000-0002-1431-5340,
"Hosseini, Morteza",7102477676,221,"Chemistry
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Materials Science
Engineering
Environmental Science
Chemical Engineering
Agricultural and Biological Sciences
Medicine
Pharmacology, Toxicology and Pharmaceutics
Multidisciplinary
Immunology and Microbiology
Earth and Planetary Sciences
Mathematics
Energy
Social Sciences
",0000-0002-1492-7443,
"Yazdanpanah, Mohammad Javad",7004126810,221,"Engineering
Computer Science
Mathematics
Physics and Astronomy
Energy
Chemical Engineering
Decision Sciences
Biochemistry, Genetics and Molecular Biology
Materials Science
Chemistry
Environmental Science
Neuroscience
Earth and Planetary Sciences
Multidisciplinary
Medicine
Social Sciences
",0000-0001-7098-8331,
"Jafari, Seyed Hassan",24780586000,219,"Materials Science
Chemistry
Chemical Engineering
Engineering
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Medicine
Earth and Planetary Sciences
Business, Management and Accounting
Energy
Environmental Science
Agricultural and Biological Sciences
",0000-0002-3998-7581,
"Shemirani, Farzaneh",6701857558,217,"Chemistry
Environmental Science
Chemical Engineering
Engineering
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Materials Science
Medicine
Physics and Astronomy
Pharmacology, Toxicology and Pharmaceutics
Immunology and Microbiology
Social Sciences
Earth and Planetary Sciences
Energy
Computer Science
Multidisciplinary
Nursing
",,
"Emamy, Massoud",6507277392,216,"Engineering
Materials Science
Physics and Astronomy
Chemistry
Earth and Planetary Sciences
Mathematics
Chemical Engineering
Computer Science
Energy
Multidisciplinary
",,
"Moshiri, Behzad",6603582636,211,"Computer Science
Engineering
Mathematics
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Earth and Planetary Sciences
Agricultural and Biological Sciences
Social Sciences
Energy
Chemistry
Chemical Engineering
Environmental Science
Decision Sciences
Immunology and Microbiology
Materials Science
Medicine
Business, Management and Accounting
Neuroscience
Arts and Humanities
Pharmacology, Toxicology and Pharmaceutics
Psychology
",0000-0002-8390-4093,
"Shahabadi, Mahmoud",6603501530,210,"Engineering
Physics and Astronomy
Computer Science
Materials Science
Social Sciences
Mathematics
Energy
Chemistry
Chemical Engineering
Earth and Planetary Sciences
Environmental Science
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
Neuroscience
",,
"Naghavi, Mohammad Reza",57200153185,208,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Chemistry
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Medicine
Engineering
Chemical Engineering
Multidisciplinary
Immunology and Microbiology
Physics and Astronomy
Mathematics
Materials Science
Earth and Planetary Sciences
Business, Management and Accounting
Energy
Nursing
Health Professions
",0000-0002-2427-3332,
"Aghbashlo, Mortaza",23970202200,205,"Energy
Environmental Science
Engineering
Chemical Engineering
Agricultural and Biological Sciences
Chemistry
Business, Management and Accounting
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Mathematics
Materials Science
Economics, Econometrics and Finance
Medicine
Multidisciplinary
Computer Science
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Health Professions
",,
"Karbassi, A. R.",6602310072,204,"Environmental Science
Agricultural and Biological Sciences
Earth and Planetary Sciences
Energy
Medicine
Chemistry
Chemical Engineering
Engineering
Social Sciences
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Materials Science
Physics and Astronomy
Business, Management and Accounting
Multidisciplinary
Economics, Econometrics and Finance
Decision Sciences
Pharmacology, Toxicology and Pharmaceutics
Mathematics
",0000-0002-9408-908X,
"Sanaye-Pasand, Majid",55663053800,198,"Engineering
Energy
Computer Science
Mathematics
Earth and Planetary Sciences
Decision Sciences
Materials Science
Multidisciplinary
Chemistry
Neuroscience
",,
"Shoaei, Omid",7004130929,198,"Engineering
Computer Science
Materials Science
Physics and Astronomy
Mathematics
Energy
Social Sciences
",0000-0002-8280-1834,
"Saboori, Alireza",7003322524,197,"Agricultural and Biological Sciences
Environmental Science
Biochemistry, Genetics and Molecular Biology
Chemistry
Immunology and Microbiology
Medicine
Veterinary
Multidisciplinary
",0000-0002-3101-1330,
"Faraji-Dana, Reza",6601966749,191,"Engineering
Physics and Astronomy
Computer Science
Materials Science
Mathematics
Biochemistry, Genetics and Molecular Biology
Social Sciences
Energy
Chemistry
Medicine
Earth and Planetary Sciences
Chemical Engineering
Multidisciplinary
Environmental Science
Health Professions
Agricultural and Biological Sciences
",0000-0002-7140-0699,
"Mirzadeh, Hamed",35085291300,191,"Materials Science
Engineering
Physics and Astronomy
Chemistry
Mathematics
Computer Science
Earth and Planetary Sciences
Chemical Engineering
Environmental Science
",0000-0001-7179-0052,
"Rafiee, Shahin",35264977400,190,"Agricultural and Biological Sciences
Engineering
Energy
Environmental Science
Chemical Engineering
Business, Management and Accounting
Chemistry
Computer Science
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Mathematics
Nursing
Medicine
Social Sciences
Veterinary
Economics, Econometrics and Finance
Decision Sciences
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Materials Science
",,
"Soltani, Mehdi",36909278200,189,"Agricultural and Biological Sciences
Veterinary
Immunology and Microbiology
Environmental Science
Biochemistry, Genetics and Molecular Biology
Medicine
Earth and Planetary Sciences
Multidisciplinary
Nursing
Pharmacology, Toxicology and Pharmaceutics
Engineering
Chemical Engineering
Chemistry
",,
"Yazdani, Nasser",12808498400,189,"Computer Science
Engineering
Mathematics
Social Sciences
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Decision Sciences
Physics and Astronomy
Multidisciplinary
Business, Management and Accounting
Materials Science
Chemistry
",,
"Fakhraie, Seyyed Mehdi",6603636269,187,"Engineering
Computer Science
Materials Science
Physics and Astronomy
Mathematics
Social Sciences
Chemistry
Chemical Engineering
",,
"Mortazavi, Yadollah",35563647800,184,"Materials Science
Chemical Engineering
Physics and Astronomy
Engineering
Chemistry
Energy
Environmental Science
Biochemistry, Genetics and Molecular Biology
Computer Science
Mathematics
Earth and Planetary Sciences
Immunology and Microbiology
Agricultural and Biological Sciences
",0000-0002-7581-5023,
"Kasaeian, Alibakhsh",56877628600,183,"Energy
Engineering
Physics and Astronomy
Environmental Science
Chemical Engineering
Materials Science
Chemistry
Mathematics
Computer Science
Biochemistry, Genetics and Molecular Biology
Business, Management and Accounting
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Medicine
Multidisciplinary
Immunology and Microbiology
Nursing
Social Sciences
",,
"Fathipour, Morteza",6506560541,181,"Engineering
Materials Science
Physics and Astronomy
Computer Science
Chemistry
Mathematics
Chemical Engineering
Energy
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Environmental Science
Earth and Planetary Sciences
Social Sciences
",,
"Khonsari, Ahmad",14054357300,181,"Computer Science
Engineering
Mathematics
Biochemistry, Genetics and Molecular Biology
Decision Sciences
Energy
Social Sciences
Business, Management and Accounting
Medicine
Physics and Astronomy
",0000-0002-8669-4001,
"Taleizadeh, Ata Allah",55386682400,181,"Engineering
Decision Sciences
Computer Science
Business, Management and Accounting
Mathematics
Economics, Econometrics and Finance
Environmental Science
Physics and Astronomy
Energy
Materials Science
Multidisciplinary
Social Sciences
Chemistry
Earth and Planetary Sciences
",,
"Aghazadeh, M.",24334225300,177,"Materials Science
Physics and Astronomy
Chemistry
Engineering
Chemical Engineering
Energy
Biochemistry, Genetics and Molecular Biology
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Medicine
Earth and Planetary Sciences
Veterinary
Agricultural and Biological Sciences
",0000-0003-2737-7871,
"Amoozegar, Mohammad Ali",56742208100,175,"Immunology and Microbiology
Agricultural and Biological Sciences
Environmental Science
Biochemistry, Genetics and Molecular Biology
Medicine
Chemical Engineering
Pharmacology, Toxicology and Pharmaceutics
Engineering
Chemistry
Earth and Planetary Sciences
Energy
Multidisciplinary
Materials Science
Computer Science
Mathematics
Social Sciences
Physics and Astronomy
",0000-0002-9638-0532,
"Mousavi, Mohammad",15755608100,175,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Chemistry
Chemical Engineering
Materials Science
Engineering
Immunology and Microbiology
Environmental Science
Medicine
Physics and Astronomy
Veterinary
Computer Science
Nursing
Pharmacology, Toxicology and Pharmaceutics
Energy
Multidisciplinary
Mathematics
",0000-0001-5194-0260,
"Baghani, Mostafa",36135283600,174,"Engineering
Materials Science
Physics and Astronomy
Computer Science
Mathematics
Chemistry
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Energy
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Medicine
Earth and Planetary Sciences
",0000-0001-6695-3128,
"Razavi, Seyed Hadi",16043448700,174,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Chemical Engineering
Chemistry
Engineering
Materials Science
Environmental Science
Physics and Astronomy
Medicine
Business, Management and Accounting
Multidisciplinary
Computer Science
Nursing
Mathematics
Energy
Pharmacology, Toxicology and Pharmaceutics
",,
"Adib, Mehdi",7004871847,172,"Chemistry
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Chemical Engineering
Engineering
Materials Science
Computer Science
Environmental Science
Physics and Astronomy
Multidisciplinary
",,
"Khosravi, Ali Reza",56806432000,170,"Medicine
Agricultural and Biological Sciences
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Veterinary
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Nursing
Earth and Planetary Sciences
Environmental Science
Social Sciences
",0000-0002-6777-5930,
"Rashed-Mohassel, J.",6602633301,170,"Engineering
Physics and Astronomy
Computer Science
Materials Science
Social Sciences
Mathematics
Biochemistry, Genetics and Molecular Biology
Earth and Planetary Sciences
Chemistry
Energy
",0000-0002-3428-7893,
"Farhangi, Shahrokh",35605877600,168,"Engineering
Energy
Mathematics
Physics and Astronomy
Computer Science
Environmental Science
Materials Science
Social Sciences
Chemistry
Business, Management and Accounting
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
",,
"Omid, Mahmoud",57211027674,168,"Agricultural and Biological Sciences
Engineering
Energy
Computer Science
Environmental Science
Chemical Engineering
Materials Science
Chemistry
Physics and Astronomy
Mathematics
Social Sciences
Biochemistry, Genetics and Molecular Biology
Business, Management and Accounting
Multidisciplinary
Earth and Planetary Sciences
Economics, Econometrics and Finance
Decision Sciences
Immunology and Microbiology
Nursing
Pharmacology, Toxicology and Pharmaceutics
",0000-0003-2616-4903,
"Nili Ahmadabadi, Mahmoud",57189587241,165,"Materials Science
Engineering
Physics and Astronomy
Chemistry
Computer Science
Multidisciplinary
Chemical Engineering
Earth and Planetary Sciences
Mathematics
",0000-0002-8817-8115,
"Zahraei-Salehi, Taghi",8929122400,162,"Medicine
Veterinary
Immunology and Microbiology
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Health Professions
Chemical Engineering
Engineering
",,
"Zarghami, Reza",9233602900,162,"Chemical Engineering
Engineering
Chemistry
Physics and Astronomy
Materials Science
Mathematics
Agricultural and Biological Sciences
Environmental Science
Energy
Pharmacology, Toxicology and Pharmaceutics
Computer Science
Biochemistry, Genetics and Molecular Biology
Medicine
Multidisciplinary
Earth and Planetary Sciences
",0000-0001-7222-8838,
"Sotudeh-Gharebagh, Rahmat",6602269238,161,"Chemical Engineering
Engineering
Energy
Chemistry
Environmental Science
Materials Science
Physics and Astronomy
Mathematics
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Computer Science
Earth and Planetary Sciences
Pharmacology, Toxicology and Pharmaceutics
Medicine
Decision Sciences
",,
"Ashjaee, Mehdi",8915570300,159,"Engineering
Energy
Chemical Engineering
Physics and Astronomy
Materials Science
Chemistry
Environmental Science
Mathematics
Biochemistry, Genetics and Molecular Biology
Earth and Planetary Sciences
Computer Science
Economics, Econometrics and Finance
Pharmacology, Toxicology and Pharmaceutics
Business, Management and Accounting
Agricultural and Biological Sciences
",,
"Kamarei, Mahmoud",18037942300,158,"Engineering
Computer Science
Physics and Astronomy
Materials Science
Mathematics
Social Sciences
Biochemistry, Genetics and Molecular Biology
Energy
Earth and Planetary Sciences
Medicine
Decision Sciences
Multidisciplinary
Neuroscience
",,
"Abdi, Yaser",9279484700,157,"Materials Science
Physics and Astronomy
Engineering
Chemistry
Chemical Engineering
Energy
Mathematics
Environmental Science
Computer Science
Pharmacology, Toxicology and Pharmaceutics
Earth and Planetary Sciences
Biochemistry, Genetics and Molecular Biology
",0000-0002-7583-7687,
"Vatankhah, Ali R.",6506540651,155,"Environmental Science
Engineering
Agricultural and Biological Sciences
Physics and Astronomy
Mathematics
Computer Science
Earth and Planetary Sciences
Energy
Chemical Engineering
Materials Science
",0000-0002-0421-3164,
"Abdizadeh, Hossein",23491341000,154,"Materials Science
Engineering
Physics and Astronomy
Energy
Chemical Engineering
Chemistry
Earth and Planetary Sciences
Mathematics
Environmental Science
Business, Management and Accounting
Multidisciplinary
",,
"Ataie, Abolghasem",6603419527,154,"Materials Science
Engineering
Physics and Astronomy
Chemical Engineering
Chemistry
Energy
Environmental Science
Earth and Planetary Sciences
Biochemistry, Genetics and Molecular Biology
Computer Science
",,
"Vaez-Zadeh, Sadegh",57205756194,154,"Engineering
Energy
Computer Science
Materials Science
Physics and Astronomy
Mathematics
Environmental Science
Social Sciences
",,
"Torabi, S. Ali",8625505200,153,"Engineering
Computer Science
Decision Sciences
Business, Management and Accounting
Mathematics
Social Sciences
Energy
Earth and Planetary Sciences
Economics, Econometrics and Finance
Environmental Science
Medicine
Chemical Engineering
Chemistry
Physics and Astronomy
Multidisciplinary
Materials Science
Agricultural and Biological Sciences
Arts and Humanities
Psychology
",0000-0002-9764-9679,
"Tavasoli, Ahmad",8937178400,152,"Energy
Chemical Engineering
Chemistry
Environmental Science
Earth and Planetary Sciences
Physics and Astronomy
Materials Science
Engineering
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Mathematics
Economics, Econometrics and Finance
Medicine
Multidisciplinary
Computer Science
",,
"Moradi, Hadi",6701511872,151,"Computer Science
Engineering
Mathematics
Social Sciences
Physics and Astronomy
Psychology
Materials Science
Biochemistry, Genetics and Molecular Biology
Arts and Humanities
Energy
Multidisciplinary
Chemistry
Medicine
Decision Sciences
Business, Management and Accounting
Chemical Engineering
",,
"Yazdian, Fatemeh",25648725600,151,"Biochemistry, Genetics and Molecular Biology
Chemistry
Chemical Engineering
Environmental Science
Engineering
Materials Science
Immunology and Microbiology
Physics and Astronomy
Medicine
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Energy
Computer Science
Multidisciplinary
Mathematics
Earth and Planetary Sciences
Nursing
",,
"Esfahanian, Vahid",6602226854,150,"Engineering
Energy
Physics and Astronomy
Mathematics
Computer Science
Chemistry
Materials Science
Environmental Science
Chemical Engineering
Earth and Planetary Sciences
Multidisciplinary
Medicine
Decision Sciences
Agricultural and Biological Sciences
",,
"Lesani, Hamid",23028081500,150,"Engineering
Energy
Computer Science
Mathematics
Multidisciplinary
Physics and Astronomy
Social Sciences
Materials Science
Environmental Science
Decision Sciences
Chemistry
",,
"Heidari, Ali Asghar",56541062900,149,"Computer Science
Engineering
Energy
Mathematics
Materials Science
Decision Sciences
Business, Management and Accounting
Medicine
Environmental Science
Social Sciences
Neuroscience
Physics and Astronomy
Agricultural and Biological Sciences
",0000-0001-6938-9948,
"Masoudi-Nejad, Ali",55911393500,149,"Biochemistry, Genetics and Molecular Biology
Medicine
Computer Science
Agricultural and Biological Sciences
Chemistry
Pharmacology, Toxicology and Pharmaceutics
Mathematics
Multidisciplinary
Chemical Engineering
Engineering
Immunology and Microbiology
Social Sciences
Neuroscience
Environmental Science
Veterinary
Energy
",0000-0003-0659-5183,
"Tale Masouleh, Mehdi",16550342100,149,"Engineering
Computer Science
Mathematics
Physics and Astronomy
Energy
Materials Science
Chemical Engineering
Chemistry
Medicine
Social Sciences
",,
"Riahi, Siavash",56273397400,148,"Chemistry
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Earth and Planetary Sciences
Chemical Engineering
Energy
Materials Science
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Engineering
Computer Science
Medicine
Agricultural and Biological Sciences
Mathematics
",0000-0002-5160-5582,
"Iman-Eini, Hossein",24075758900,147,"Engineering
Energy
Mathematics
Medicine
Computer Science
Environmental Science
Materials Science
Immunology and Microbiology
Physics and Astronomy
Social Sciences
",,
"Torabi, A. R.",26634527900,145,"Engineering
Materials Science
Physics and Astronomy
Mathematics
Chemical Engineering
Chemistry
Computer Science
",,
"Aminifar, Farrokh",23007475800,143,"Engineering
Energy
Computer Science
Materials Science
Business, Management and Accounting
Mathematics
Social Sciences
Environmental Science
Physics and Astronomy
Chemistry
Economics, Econometrics and Finance
Decision Sciences
Chemical Engineering
",0000-0003-2331-2798,
"Bidhendi Nabi, Gh R.",15124547100,143,"Environmental Science
Agricultural and Biological Sciences
Chemistry
Chemical Engineering
Materials Science
Engineering
Medicine
Earth and Planetary Sciences
Energy
Immunology and Microbiology
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
Decision Sciences
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
",0000-0001-9930-9080,
"Yousefi-Koma, Aghil",15133657100,141,"Engineering
Computer Science
Mathematics
Physics and Astronomy
Materials Science
Energy
Earth and Planetary Sciences
Medicine
Social Sciences
Health Professions
Decision Sciences
",,
"Kowsary, Farshad",12546001400,139,"Engineering
Physics and Astronomy
Chemical Engineering
Energy
Mathematics
Materials Science
Chemistry
Computer Science
Biochemistry, Genetics and Molecular Biology
Earth and Planetary Sciences
Environmental Science
Medicine
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
Decision Sciences
Multidisciplinary
",0000-0002-0429-2325,
"Ardestani, Susan Kabudanian",35847312300,137,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Medicine
Chemistry
Chemical Engineering
Agricultural and Biological Sciences
Materials Science
Environmental Science
Multidisciplinary
Physics and Astronomy
Engineering
Neuroscience
Computer Science
Health Professions
Psychology
Veterinary
",,
